Group,Species,Major_group
Lichens,Opegrapha vermicellifera,LOWER_PLANTS
Lichens,Opegrapha viridipruinosa,LOWER_PLANTS
Lichens,Opegrapha vulgata,LOWER_PLANTS
Lichens,Opegrapha xerica,LOWER_PLANTS
Lichens,Opegrapha zonata,LOWER_PLANTS
Lichens,Ophioparma ventosa,LOWER_PLANTS
Lichens,Pachyphiale carneola,LOWER_PLANTS
Lichens,Pannaria conoplea,LOWER_PLANTS
Lichens,Pannaria rubiginosa,LOWER_PLANTS
Lichens,Parmelia discordans,LOWER_PLANTS
Lichens,Parmelia omphalodes,LOWER_PLANTS
Lichens,Parmelia saxatilis,LOWER_PLANTS
Lichens,Parmelia sulcata,LOWER_PLANTS
Lichens,Parmeliella parvula,LOWER_PLANTS
Lichens,Parmeliella testacea,LOWER_PLANTS
Lichens,Parmeliella triptophylla,LOWER_PLANTS
Lichens,Parmelina pastillifera,LOWER_PLANTS
Lichens,Parmelina tiliacea,LOWER_PLANTS
Lichens,Parmeliopsis ambigua,LOWER_PLANTS
Lichens,Parmeliopsis hyperopta,LOWER_PLANTS
Lichens,Parmotrema crinitum,LOWER_PLANTS
Lichens,Parmotrema perlatum,LOWER_PLANTS
Lichens,Parmotrema reticulatum,LOWER_PLANTS
Lichens,Peltigera britannica,LOWER_PLANTS
Lichens,Peltigera canina,LOWER_PLANTS
Lichens,Peltigera collina,LOWER_PLANTS
Lichens,Peltigera didactyla,LOWER_PLANTS
Lichens,Peltigera horizontalis,LOWER_PLANTS
Lichens,Peltigera hymenina,LOWER_PLANTS
Lichens,Peltigera leucophlebia,LOWER_PLANTS
Lichens,Peltigera membranacea,LOWER_PLANTS
Lichens,Peltigera neckeri,LOWER_PLANTS
Lichens,Peltigera polydactylon,LOWER_PLANTS
Lichens,Peltigera praetextata,LOWER_PLANTS
Lichens,Peltigera rufescens,LOWER_PLANTS
Lichens,Pertusaria albescens var. albescens,LOWER_PLANTS
Lichens,Pertusaria albescens var. corallina,LOWER_PLANTS
Lichens,Pertusaria amara f. amara,LOWER_PLANTS
Lichens,Pertusaria aspergilla,LOWER_PLANTS
Lichens,Pertusaria coccodes,LOWER_PLANTS
Lichens,Pertusaria corallina,LOWER_PLANTS
Lichens,Pertusaria excludens,LOWER_PLANTS
Lichens,Pertusaria flavicans,LOWER_PLANTS
Lichens,Pertusaria flavida,LOWER_PLANTS
Lichens,Pertusaria hymenea,LOWER_PLANTS
Lichens,Pertusaria leioplaca,LOWER_PLANTS
Lichens,Pertusaria multipuncta,LOWER_PLANTS
Lichens,Pertusaria ophthalmiza,LOWER_PLANTS
Lichens,Pertusaria pertusa,LOWER_PLANTS
Lichens,Pertusaria pseudocorallina,LOWER_PLANTS
Lichens,Pertusaria pupillaris,LOWER_PLANTS
Lichens,Petractis clausa,LOWER_PLANTS
Lichens,Phaeographis dendritica,LOWER_PLANTS
Lichens,Phaeographis smithii,LOWER_PLANTS
Lichens,Phaeophyscia nigricans,LOWER_PLANTS
Lichens,Phaeophyscia orbicularis,LOWER_PLANTS
Lichens,Phlyctis argena,LOWER_PLANTS
Lichens,Phyllopsora rosei,LOWER_PLANTS
Lichens,Physcia adscendens nom. cons.,LOWER_PLANTS
Lichens,Physcia aipolia,LOWER_PLANTS
Lichens,Physcia caesia,LOWER_PLANTS
Lichens,Physcia dubia,LOWER_PLANTS
Lichens,Physcia leptalea,LOWER_PLANTS
Lichens,Physcia stellaris,LOWER_PLANTS
Lichens,Physcia tenella,LOWER_PLANTS
Lichens,Physcia tribacia,LOWER_PLANTS
Lichens,Physconia distorta,LOWER_PLANTS
Lichens,Physconia enteroxantha,LOWER_PLANTS
Lichens,Physconia grisea,LOWER_PLANTS
Lichens,Physconia perisidiosa,LOWER_PLANTS
Lichens,Piccolia ochrophora,LOWER_PLANTS
Lichens,Placidium squamulosum,LOWER_PLANTS
Lichens,Placopsis lambii,LOWER_PLANTS
Lichens,Placopyrenium fuscellum,LOWER_PLANTS
Lichens,Placynthiella dasaea,LOWER_PLANTS
Lichens,Placynthiella icmalea,LOWER_PLANTS
Lichens,Placynthiella uliginosa,LOWER_PLANTS
Lichens,Placynthium nigrum,LOWER_PLANTS
Lichens,Platismatia glauca,LOWER_PLANTS
Lichens,Pleurosticta acetabulum,LOWER_PLANTS
Lichens,Polychidium muscicola,LOWER_PLANTS
Lichens,Polysporina simplex,LOWER_PLANTS
Lichens,Porina aenea,LOWER_PLANTS
Lichens,Porina borreri,LOWER_PLANTS
Lichens,Porina chlorotica f. chlorotica,LOWER_PLANTS
Lichens,Porina coralloidea,LOWER_PLANTS
Lichens,Porina lectissima,LOWER_PLANTS
Lichens,Porina leptalea,LOWER_PLANTS
Lichens,Porina linearis,LOWER_PLANTS
Lichens,Porpidia cinereoatra,LOWER_PLANTS
Lichens,Porpidia crustulata,LOWER_PLANTS
Lichens,Porpidia macrocarpa f. macrocarpa,LOWER_PLANTS
Lichens,Porpidia platycarpoides,LOWER_PLANTS
Lichens,Porpidia soredizodes,LOWER_PLANTS
Lichens,Porpidia tuberculosa,LOWER_PLANTS
Lichens,Protoblastenia calva,LOWER_PLANTS
Lichens,Protoblastenia incrustans,LOWER_PLANTS
Lichens,Protoblastenia rupestris,LOWER_PLANTS
Lichens,Protopannaria pezizoides,LOWER_PLANTS
Lichens,Protoparmelia badia,LOWER_PLANTS
Lichens,Protoparmelia ochrococca,LOWER_PLANTS
Lichens,Pseudephebe pubescens,LOWER_PLANTS
Lichens,Pseudevernia furfuracea s. lat.,LOWER_PLANTS
Lichens,Pseudevernia furfuracea var. ceratea,LOWER_PLANTS
Lichens,Pseudevernia furfuracea var. furfuracea,LOWER_PLANTS
Lichens,Pseudocyphellaria crocata,LOWER_PLANTS
Lichens,Pseudocyphellaria intricata,LOWER_PLANTS
Lichens,Pseudocyphellaria norvegica,LOWER_PLANTS
Lichens,Psilolechia lucida,LOWER_PLANTS
Lichens,Psoroma hypnorum,LOWER_PLANTS
Lichens,Punctelia borreri,LOWER_PLANTS
Lichens,Punctelia jeckeri,LOWER_PLANTS
Lichens,Punctelia reddenda,LOWER_PLANTS
Lichens,Punctelia subrudecta s. lat.,LOWER_PLANTS
Lichens,Punctelia subrudecta s. str.,LOWER_PLANTS
Lichens,Pycnothelia papillaria,LOWER_PLANTS
Lichens,Pyrenula chlorospila,LOWER_PLANTS
Lichens,Pyrenula laevigata,LOWER_PLANTS
Lichens,Pyrenula macrospora,LOWER_PLANTS
Lichens,Pyrenula occidentalis,LOWER_PLANTS
Lichens,Pyrrhospora quernea,LOWER_PLANTS
Lichens,Racodium rupestre,LOWER_PLANTS
Lichens,Ramalina calicaris,LOWER_PLANTS
Lichens,Ramalina canariensis,LOWER_PLANTS
Lichens,Ramalina cuspidata,LOWER_PLANTS
Lichens,Ramalina farinacea,LOWER_PLANTS
Lichens,Ramalina fastigiata,LOWER_PLANTS
Lichens,Ramalina fraxinea,LOWER_PLANTS
Lichens,Ramalina lacera,LOWER_PLANTS
Lichens,Ramalina siliquosa,LOWER_PLANTS
Lichens,Ramalina subfarinacea,LOWER_PLANTS
Lichens,Rhizocarpon distinctum,LOWER_PLANTS
Lichens,Rhizocarpon geographicum,LOWER_PLANTS
Lichens,Rhizocarpon lavatum,LOWER_PLANTS
Lichens,Rhizocarpon lecanorinum,LOWER_PLANTS
Lichens,Rhizocarpon oederi,LOWER_PLANTS
Lichens,Rhizocarpon petraeum,LOWER_PLANTS
Lichens,Rhizocarpon reductum,LOWER_PLANTS
Lichens,Rhizocarpon richardii,LOWER_PLANTS
Lichens,Rimularia furvella,LOWER_PLANTS
Lichens,Rinodina atrocinerea,LOWER_PLANTS
Lichens,Rinodina calcarea,LOWER_PLANTS
Lichens,Rinodina efflorescens,LOWER_PLANTS
Lichens,Rinodina oleae,LOWER_PLANTS
Lichens,Rinodina roboris var. roboris,LOWER_PLANTS
Lichens,Rinodina sophodes,LOWER_PLANTS
Lichens,Rinodina teichophila,LOWER_PLANTS
Lichens,Roccella phycopsis,LOWER_PLANTS
Lichens,Roccellographa circumscripta,LOWER_PLANTS
Lichens,Romjularia lurida,LOWER_PLANTS
Lichens,Ropalospora viridis,LOWER_PLANTS
Lichens,Sarcogyne regularis,LOWER_PLANTS
Lichens,Sarcopyrenia gibba var. geisleri,LOWER_PLANTS
Lichens,Schaereria cinereorufa,LOWER_PLANTS
Lichens,Schaereria fuscocinerea var. fuscocinerea,LOWER_PLANTS
Lichens,Schismatomma cretaceum,LOWER_PLANTS
Lichens,Schismatomma decolorans,LOWER_PLANTS
Lichens,Schismatomma graphidioides,LOWER_PLANTS
Lichens,Schismatomma niveum,LOWER_PLANTS
Lichens,Schismatomma quercicola,LOWER_PLANTS
Lichens,Sclerococcum sphaerale,LOWER_PLANTS
Lichens,Sclerophora pallida,LOWER_PLANTS
Lichens,Sclerophora peronella,LOWER_PLANTS
Lichens,Scoliciosporum chlorococcum,LOWER_PLANTS
Lichens,Scoliciosporum umbrinum,LOWER_PLANTS
Lichens,Skyttea nitschkei,LOWER_PLANTS
Lichens,Solenopsora candicans,LOWER_PLANTS
Lichens,Solenopsora vulturiensis,LOWER_PLANTS
Lichens,Solorina saccata,LOWER_PLANTS
Lichens,Sphaerophorus fragilis,LOWER_PLANTS
Lichens,Sphaerophorus globosus,LOWER_PLANTS
Lichens,Squamarina cartilaginea,LOWER_PLANTS
Lichens,Stenocybe pullatula,LOWER_PLANTS
Lichens,Stenocybe septata,LOWER_PLANTS
Lichens,Stereocaulon condensatum,LOWER_PLANTS
Lichens,Stereocaulon evolutum,LOWER_PLANTS
Lichens,Stereocaulon nanodes,LOWER_PLANTS
Lichens,Stereocaulon pileatum,LOWER_PLANTS
Lichens,Stereocaulon vesuvianum var. vesuvianum,LOWER_PLANTS
Lichens,Sticta canariensis (blue-green phycotype),TERRESTRIAL_NONINSECT_INVERTS
Lichens,Sticta fuliginosa,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Sticta limbata,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Sticta sylvatica,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Stigmidium microspilum,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Strigula taylorii,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Tephromela atra var. atra,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Tephromela grumosa,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Thelenella muscorum var. muscorum,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Thelidium decipiens,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Thelidium incavatum,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Thelidium papulare f. papulare,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Thelopsis rubella,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Thelotrema lepadinum,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Thelotrema macrosporum,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Thelotrema petractoides,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Tomasellia gelatinosa,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Toninia aromatica,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Toninia sedifolia,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Trapelia coarctata,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Trapelia corticola,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Trapelia glebulosa,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Trapelia obtegens,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Trapelia placodioides,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Trapeliopsis flexuosa,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Trapeliopsis gelatinosa,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Trapeliopsis granulosa,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Trapeliopsis pseudogranulosa,TERRESTRIAL_NONINSECT_INVERTS
Lichens,Tremolecia atrata,LOWER_PLANTS
Lichens,Tuckermannopsis chlorophylla,LOWER_PLANTS
Lichens,Tylothallia biformigera,LOWER_PLANTS
Lichens,Umbilicaria cylindrica,LOWER_PLANTS
Lichens,Umbilicaria polyphylla,LOWER_PLANTS
Lichens,Umbilicaria polyrrhiza,LOWER_PLANTS
Lichens,Umbilicaria torrefacta,LOWER_PLANTS
Lichens,Usnea articulata,LOWER_PLANTS
Lichens,Usnea ceratina,LOWER_PLANTS
Lichens,Usnea cornuta,LOWER_PLANTS
Lichens,Usnea dasypoga,LOWER_PLANTS
Lichens,Usnea flammea,LOWER_PLANTS
Lichens,Usnea florida,LOWER_PLANTS
Lichens,Usnea fragilescens var. mollis,LOWER_PLANTS
Lichens,Usnea hirta,LOWER_PLANTS
Lichens,Usnea rubicunda,LOWER_PLANTS
Lichens,Usnea subfloridana,LOWER_PLANTS
Lichens,Vahliella leucophaea,LOWER_PLANTS
Lichens,Varicellaria hemisphaerica,LOWER_PLANTS
Lichens,Varicellaria lactea,LOWER_PLANTS
Lichens,Verrucaria aethiobola,LOWER_PLANTS
Lichens,Verrucaria aquatilis,LOWER_PLANTS
Lichens,Verrucaria baldensis,LOWER_PLANTS
Lichens,Verrucaria caerulea,LOWER_PLANTS
Lichens,Verrucaria calciseda auct.,LOWER_PLANTS
Lichens,Verrucaria dolosa,LOWER_PLANTS
Lichens,Verrucaria dufourii,LOWER_PLANTS
Lichens,Verrucaria elaeina,LOWER_PLANTS
Lichens,Verrucaria fusconigrescens,LOWER_PLANTS
Lichens,Verrucaria hochstetteri,LOWER_PLANTS
Lichens,Verrucaria hydrophila,LOWER_PLANTS
Lichens,Verrucaria macrostoma f. furfuracea,LOWER_PLANTS
Lichens,Verrucaria macrostoma f. macrostoma,LOWER_PLANTS
Lichens,Verrucaria mucosa,LOWER_PLANTS
Lichens,Verrucaria muralis,LOWER_PLANTS
Lichens,Verrucaria nigrescens f. nigrescens,LOWER_PLANTS
Lichens,Verrucaria praetermissa,LOWER_PLANTS
Lichens,Verrucaria viridula,LOWER_PLANTS
Lichens,Vezdaea leprosa,LOWER_PLANTS
Lichens,Violella fucata,LOWER_PLANTS
Lichens,Vouauxiella lichenicola,LOWER_PLANTS
Lichens,Wadeana dendrographa,LOWER_PLANTS
Lichens,Weddellomyces epicallopisma,LOWER_PLANTS
Lichens,Xanthoparmelia conspersa,LOWER_PLANTS
Lichens,Xanthoparmelia loxodes,LOWER_PLANTS
Lichens,Xanthoparmelia mougeotii,LOWER_PLANTS
Lichens,Xanthoparmelia pulla,LOWER_PLANTS
Lichens,Xanthoparmelia verruculifera,LOWER_PLANTS
Lichens,Xanthoria aureola,LOWER_PLANTS
Lichens,Xanthoria calcicola,LOWER_PLANTS
Lichens,Xanthoria candelaria s. lat.,LOWER_PLANTS
Lichens,Xanthoria candelaria s. str.,LOWER_PLANTS
Lichens,Xanthoria elegans,LOWER_PLANTS
Lichens,Xanthoria parietina,LOWER_PLANTS
Lichens,Xanthoria polycarpa,LOWER_PLANTS
Lichens,Xanthoriicola physciae,LOWER_PLANTS
Lichens,Xylographa parallela,LOWER_PLANTS
Lichens,Xylographa vitiligo,LOWER_PLANTS
Mayflies,Baetis atrebatinus,FRESHWATER_SPECIES
Mayflies,Baetis buceratus,FRESHWATER_SPECIES
Mayflies,Baetis digitatus,FRESHWATER_SPECIES
Mayflies,Baetis fuscatus,FRESHWATER_SPECIES
Mayflies,Baetis muticus,FRESHWATER_SPECIES
Mayflies,Baetis niger,FRESHWATER_SPECIES
Mayflies,Baetis rhodani,FRESHWATER_SPECIES
Mayflies,Baetis scambus,FRESHWATER_SPECIES
Mayflies,Baetis vernus,FRESHWATER_SPECIES
Mayflies,Brachycercus harrisella,FRESHWATER_SPECIES
Mayflies,Caenis horaria,FRESHWATER_SPECIES
Mayflies,Caenis luctuosa group,FRESHWATER_SPECIES
Mayflies,Caenis rivulorum,FRESHWATER_SPECIES
Mayflies,Caenis robusta,FRESHWATER_SPECIES
Mayflies,Centroptilum luteolum,FRESHWATER_SPECIES
Mayflies,Cloeon dipterum,FRESHWATER_SPECIES
Mayflies,Cloeon simile,FRESHWATER_SPECIES
Mayflies,Electrogena lateralis,FRESHWATER_SPECIES
Mayflies,Ephemera danica,FRESHWATER_SPECIES
Mayflies,Ephemera lineata,FRESHWATER_SPECIES
Mayflies,Ephemera vulgata,FRESHWATER_SPECIES
Mayflies,Ephemerella notata,FRESHWATER_SPECIES
Mayflies,Habrophlebia fusca,FRESHWATER_SPECIES
Mayflies,Heptagenia sulphurea,FRESHWATER_SPECIES
Mayflies,Kageronia fuscogrisea,FRESHWATER_SPECIES
Mayflies,Leptophlebia marginata,FRESHWATER_SPECIES
Mayflies,Leptophlebia vespertina,FRESHWATER_SPECIES
Mayflies,Paraleptophlebia cincta,FRESHWATER_SPECIES
Mayflies,Paraleptophlebia submarginata,FRESHWATER_SPECIES
Mayflies,Potamanthus luteus,FRESHWATER_SPECIES
Mayflies,Procloeon bifidum,FRESHWATER_SPECIES
Mayflies,Procloeon pennulatum,FRESHWATER_SPECIES
Mayflies,Rhithrogena semicolorata,FRESHWATER_SPECIES
Mayflies,Serratella ignita,FRESHWATER_SPECIES
Mayflies,Siphlonurus lacustris,FRESHWATER_SPECIES
Millipedes,Archiboreoiulus pallidus,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Blaniulus guttulatus,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Boreoiulus tenuis,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Brachydesmus superus,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Brachyiulus pusillus,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Chordeuma proximum,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Craspedosoma rawlinsii,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Cylindroiulus britannicus,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Cylindroiulus caeruleocinctus,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Cylindroiulus latestriatus,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Cylindroiulus punctatus,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Glomeris marginata,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Julus scandinavius,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Macrosternodesmus palicola,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Melogona gallica,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Melogona scutellaris,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Nanogona polydesmoides,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Nemasoma varicorne,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Ommatoiulus sabulosus,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Ophiodesmus albonanus,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Ophyiulus pilosus,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Polydesmus angustus,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Polydesmus coriaceus,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Polydesmus denticulatus,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Polydesmus inconstans,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Polyxenus lagurus,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Proteroiulus fuscus,TERRESTRIAL_NONINSECT_INVERTS
Millipedes,Tachypodoiulus niger,TERRESTRIAL_NONINSECT_INVERTS
Moths,Abraxas grossulariata,TERRESTRIAL_INSECTS
Moths,Abraxas sylvata,TERRESTRIAL_INSECTS
Moths,Abrostola tripartita,TERRESTRIAL_INSECTS
Moths,Abrostola triplasia,TERRESTRIAL_INSECTS
Moths,Acasis viretata,TERRESTRIAL_INSECTS
Moths,Acherontia atropos,TERRESTRIAL_INSECTS
Moths,Achlya flavicornis,TERRESTRIAL_INSECTS
Moths,Acosmetia caliginosa,TERRESTRIAL_INSECTS
Moths,Acronicta aceris,TERRESTRIAL_INSECTS
Moths,Acronicta alni,TERRESTRIAL_INSECTS
Moths,Acronicta cinerea,TERRESTRIAL_INSECTS
Moths,Acronicta leporina,TERRESTRIAL_INSECTS
Moths,Acronicta menyanthidis,TERRESTRIAL_INSECTS
Moths,Acronicta psi,TERRESTRIAL_INSECTS
Moths,Acronicta rumicis,TERRESTRIAL_INSECTS
Moths,Acronicta tridens,TERRESTRIAL_INSECTS
Moths,Actebia praecox,TERRESTRIAL_INSECTS
Moths,Adscita geryon,TERRESTRIAL_INSECTS
Moths,Adscita statices,TERRESTRIAL_INSECTS
Moths,Aethalura punctulata,TERRESTRIAL_INSECTS
Moths,Agriopis aurantiaria,TERRESTRIAL_INSECTS
Moths,Agriopis leucophaearia,TERRESTRIAL_INSECTS
Moths,Agriopis marginaria,TERRESTRIAL_INSECTS
Moths,Agrius convolvuli,TERRESTRIAL_INSECTS
Moths,Agrochola circellaris,TERRESTRIAL_INSECTS
Moths,Agrochola haematidea,TERRESTRIAL_INSECTS
Moths,Agrochola helvola,TERRESTRIAL_INSECTS
Moths,Agrochola litura,TERRESTRIAL_INSECTS
Moths,Agrochola lota,TERRESTRIAL_INSECTS
Moths,Agrochola lychnidis,TERRESTRIAL_INSECTS
Moths,Agrochola macilenta,TERRESTRIAL_INSECTS
Moths,Agrotis cinerea,TERRESTRIAL_INSECTS
Moths,Agrotis clavis,TERRESTRIAL_INSECTS
Moths,Agrotis exclamationis,TERRESTRIAL_INSECTS
Moths,Agrotis ipsilon,TERRESTRIAL_INSECTS
Moths,Agrotis puta,TERRESTRIAL_INSECTS
Moths,Agrotis ripae,TERRESTRIAL_INSECTS
Moths,Agrotis segetum,TERRESTRIAL_INSECTS
Moths,Agrotis trux,TERRESTRIAL_INSECTS
Moths,Agrotis vestigialis,TERRESTRIAL_INSECTS
Moths,Alcis jubata,TERRESTRIAL_INSECTS
Moths,Alcis repandata,TERRESTRIAL_INSECTS
Moths,Aleucis distinctata,TERRESTRIAL_INSECTS
Moths,Allophyes oxyacanthae,TERRESTRIAL_INSECTS
Moths,Alsophila aescularia,TERRESTRIAL_INSECTS
Moths,Amphipoea crinanensis,TERRESTRIAL_INSECTS
Moths,Amphipoea fucosa,TERRESTRIAL_INSECTS
Moths,Amphipoea lucens,TERRESTRIAL_INSECTS
Moths,Amphipoea oculea,TERRESTRIAL_INSECTS
Moths,Amphipyra berbera,TERRESTRIAL_INSECTS
Moths,Amphipyra pyramidea,TERRESTRIAL_INSECTS
Moths,Amphipyra tragopoginis,TERRESTRIAL_INSECTS
Moths,Anaplectoides prasina,TERRESTRIAL_INSECTS
Moths,Anarta myrtilli,TERRESTRIAL_INSECTS
Moths,Anarta trifolii,TERRESTRIAL_INSECTS
Moths,Angerona prunaria,TERRESTRIAL_INSECTS
Moths,Anticlea derivata,TERRESTRIAL_INSECTS
Moths,Anticollix sparsata,TERRESTRIAL_INSECTS
Moths,Antitype chi,TERRESTRIAL_INSECTS
Moths,Apamea anceps,TERRESTRIAL_INSECTS
Moths,Apamea crenata,TERRESTRIAL_INSECTS
Moths,Apamea epomidion,TERRESTRIAL_INSECTS
Moths,Apamea exulis,TERRESTRIAL_INSECTS
Moths,Apamea exulis subsp. assimilis,TERRESTRIAL_INSECTS
Moths,Apamea furva,TERRESTRIAL_INSECTS
Moths,Apamea lithoxylaea,TERRESTRIAL_INSECTS
Moths,Apamea monoglypha,TERRESTRIAL_INSECTS
Moths,Apamea oblonga,TERRESTRIAL_INSECTS
Moths,Apamea remissa,TERRESTRIAL_INSECTS
Moths,Apamea scolopacina,TERRESTRIAL_INSECTS
Moths,Apamea sordens,TERRESTRIAL_INSECTS
Moths,Apamea sublustris,TERRESTRIAL_INSECTS
Moths,Apamea unanimis,TERRESTRIAL_INSECTS
Moths,Apeira syringaria,TERRESTRIAL_INSECTS
Moths,Aplasta ononaria,TERRESTRIAL_INSECTS
Moths,Aplocera efformata,TERRESTRIAL_INSECTS
Moths,Aplocera plagiata,TERRESTRIAL_INSECTS
Moths,Apocheima hispidaria,TERRESTRIAL_INSECTS
Moths,Apoda limacodes,TERRESTRIAL_INSECTS
Moths,Aporophyla australis,TERRESTRIAL_INSECTS
Moths,Aporophyla lueneburgensis,TERRESTRIAL_INSECTS
Moths,Aporophyla lutulenta,TERRESTRIAL_INSECTS
Moths,Aporophyla nigra,TERRESTRIAL_INSECTS
Moths,Archanara dissoluta,TERRESTRIAL_INSECTS
Moths,Archanara neurica,TERRESTRIAL_INSECTS
Moths,Archiearis parthenias,TERRESTRIAL_INSECTS
Moths,Arctia caja,TERRESTRIAL_INSECTS
Moths,Arctia villica,TERRESTRIAL_INSECTS
Moths,Arenostola phragmitidis,TERRESTRIAL_INSECTS
Moths,Aspitates gilvaria,TERRESTRIAL_INSECTS
Moths,Aspitates ochrearia,TERRESTRIAL_INSECTS
Moths,Asteroscopus sphinx,TERRESTRIAL_INSECTS
Moths,Asthena albulata,TERRESTRIAL_INSECTS
Moths,Atethmia centrago,TERRESTRIAL_INSECTS
Moths,Atolmis rubricollis,TERRESTRIAL_INSECTS
Moths,Autographa bractea,TERRESTRIAL_INSECTS
Moths,Autographa gamma,TERRESTRIAL_INSECTS
Moths,Autographa jota,TERRESTRIAL_INSECTS
Moths,Autographa pulchrina,TERRESTRIAL_INSECTS
Moths,Axylia putris,TERRESTRIAL_INSECTS
Moths,Bembecia ichneumoniformis,TERRESTRIAL_INSECTS
Moths,Bena bicolorana,TERRESTRIAL_INSECTS
Moths,Biston betularia,TERRESTRIAL_INSECTS
Moths,Biston strataria,TERRESTRIAL_INSECTS
Moths,Brachionycha nubeculosa,TERRESTRIAL_INSECTS
Moths,Brachylomia viminalis,TERRESTRIAL_INSECTS
Moths,Bupalus piniaria,TERRESTRIAL_INSECTS
Moths,Cabera exanthemata,TERRESTRIAL_INSECTS
Moths,Cabera pusaria,TERRESTRIAL_INSECTS
Moths,Callimorpha dominula,TERRESTRIAL_INSECTS
Moths,Calliteara pudibunda,TERRESTRIAL_INSECTS
Moths,Calophasia lunula,TERRESTRIAL_INSECTS
Moths,Campaea margaritaria,TERRESTRIAL_INSECTS
Moths,Camptogramma bilineata,TERRESTRIAL_INSECTS
Moths,Caradrina clavipalpis,TERRESTRIAL_INSECTS
Moths,Caradrina morpheus,TERRESTRIAL_INSECTS
Moths,Carsia sororiata,TERRESTRIAL_INSECTS
Moths,Catarhoe cuculata,TERRESTRIAL_INSECTS
Moths,Catarhoe rubidata,TERRESTRIAL_INSECTS
Moths,Catocala fraxini,TERRESTRIAL_INSECTS
Moths,Catocala nupta,TERRESTRIAL_INSECTS
Moths,Catocala promissa,TERRESTRIAL_INSECTS
Moths,Catocala sponsa,TERRESTRIAL_INSECTS
Moths,Celaena haworthii,TERRESTRIAL_INSECTS
Moths,Cepphis advenaria,TERRESTRIAL_INSECTS
Moths,Ceramica pisi,TERRESTRIAL_INSECTS
Moths,Cerapteryx graminis,TERRESTRIAL_INSECTS
Moths,Cerastis leucographa,TERRESTRIAL_INSECTS
Moths,Cerastis rubricosa,TERRESTRIAL_INSECTS
Moths,Cerura vinula,TERRESTRIAL_INSECTS
Moths,Charanyca trigrammica,TERRESTRIAL_INSECTS
Moths,Charissa obscurata,TERRESTRIAL_INSECTS
Moths,Chesias legatella,TERRESTRIAL_INSECTS
Moths,Chesias rufata,TERRESTRIAL_INSECTS
Moths,Chiasmia clathrata,TERRESTRIAL_INSECTS
Moths,Chilodes maritima,TERRESTRIAL_INSECTS
Moths,Chlorissa viridata,TERRESTRIAL_INSECTS
Moths,Chloroclysta miata,TERRESTRIAL_INSECTS
Moths,Chloroclysta siterata,TERRESTRIAL_INSECTS
